year,day,state,wfhpct,age1824pct,age2539pct,age4054pct,age55pluspct,income50minuspct,income50100pct,income100pluspct,population2019,date
2020,16-Sep,IN,0.329825596,0.111621838,0.325113848,0.279107717,0.284156597,0.17721214,0.34868824,0.47409962,6732219,September 16 2020
2020,16-Sep,KS,0.347798307,0.092130222,0.352984369,0.296026868,0.258858541,0.168038396,0.342081628,0.489879975,2913314,September 16 2020
2020,16-Sep,KY,0.288237213,0.105518877,0.308636587,0.316334121,0.269510415,0.183611421,0.381697996,0.434690583,4467673,September 16 2020
2020,16-Sep,LA,0.249173609,0.111079463,0.295597857,0.284086341,0.309236339,0.223196262,0.346452414,0.430351324,4648794,September 16 2020
2020,16-Sep,MA,0.471593481,0.103192207,0.346951319,0.272126249,0.277730225,0.06828344,0.294456578,0.637259981,6892503,September 16 2020
2020,16-Sep,MD,0.473384372,0.120951115,0.312729342,0.280176814,0.286142729,0.123692359,0.255690102,0.620617539,6045680,September 16 2020
2020,16-Sep,ME,0.341910076,0.075979299,0.366220683,0.285023057,0.272776961,0.21362831,0.328846416,0.457525274,1344212,September 16 2020
2020,16-Sep,MI,0.348800761,0.072705688,0.336403281,0.294768864,0.296122168,0.15026126,0.354099854,0.495638886,9986857,September 16 2020
2020,16-Sep,MN,0.429671655,0.123831011,0.344525344,0.27290962,0.258734026,0.108198969,0.283053557,0.608747474,5639632,September 16 2020
2020,16-Sep,MO,0.335379255,0.124546782,0.33760012,0.288654293,0.249198804,0.180071065,0.336704855,0.48322408,6137428,September 16 2020
2020,16-Sep,MS,0.212154121,0.100416979,0.304940556,0.336976143,0.257666322,0.292735918,0.402589881,0.304674201,2976149,September 16 2020
2020,16-Sep,MT,0.305853792,0.115315256,0.325893817,0.266465927,0.292325,0.305718057,0.310037545,0.384244398,1068778,September 16 2020
2020,16-Sep,NC,0.322356729,0.144223173,0.313904646,0.306651429,0.235220752,0.158965504,0.372066101,0.468968394,10488084,September 16 2020
2020,16-Sep,ND,0.256943886,0.165953234,0.366427885,0.309768207,0.157850674,0.183853649,0.365957447,0.450188904,762062,September 16 2020
2020,16-Sep,NE,0.362599242,0.122638456,0.403086038,0.250039948,0.224235558,0.22521644,0.38746863,0.38731493,1934408,September 16 2020
2020,16-Sep,NH,0.399894318,0.10154372,0.310716323,0.280678145,0.307061812,0.073540324,0.317545546,0.60891413,1359711,September 16 2020
2020,16-Sep,NJ,0.42507119,0.10504674,0.291896504,0.320558709,0.282498047,0.116250471,0.23269325,0.65105628,8882190,September 16 2020
2020,16-Sep,NM,0.3282656,0.084903293,0.315436868,0.274518019,0.32514182,0.215053277,0.381136555,0.403810168,2096829,September 16 2020
2020,16-Sep,NV,0.27272113,0.092658623,0.377981745,0.29350262,0.235857013,0.141685514,0.357138292,0.501176194,3080156,September 16 2020
2020,16-Sep,NY,0.411128302,0.102697331,0.366667118,0.23800323,0.292632322,0.167447554,0.296152256,0.536400191,19453561,September 16 2020
2020,16-Sep,OH,0.31665079,0.130715112,0.361035018,0.24861648,0.25963339,0.180610856,0.316686093,0.502703051,11689100,September 16 2020
2020,16-Sep,OK,0.285143352,0.161873039,0.346074737,0.248471195,0.243581029,0.247049972,0.351842283,0.401107744,3956971,September 16 2020
2020,16-Sep,OR,0.344732354,0.100042069,0.370166672,0.310055108,0.219736152,0.202125401,0.313748965,0.484125634,4217737,September 16 2020
2020,16-Sep,PA,0.378603054,0.090396903,0.30448342,0.279168296,0.325951381,0.167978617,0.316649823,0.51537156,12801989,September 16 2020
2020,16-Sep,RI,0.404039212,0.11599579,0.315532423,0.252640935,0.315830852,0.127202556,0.358826337,0.513971107,1059361,September 16 2020
2020,16-Sep,SC,0.303325234,0.128548959,0.360916282,0.242752304,0.267782456,0.25502263,0.357438029,0.387539341,5148714,September 16 2020
2020,16-Sep,SD,0.267211957,0.108256032,0.432753773,0.276392627,0.182597568,0.163057954,0.408886521,0.428055525,884659,September 16 2020
2020,16-Sep,TN,0.284821671,0.0916699,0.363315777,0.281988422,0.263025901,0.292477445,0.306304419,0.401218136,6829174,September 16 2020
2020,16-Sep,TX,0.377701471,0.124340864,0.365237028,0.273188111,0.237233997,0.219632593,0.272824545,0.507542862,28995881,September 16 2020
2020,16-Sep,UT,0.48551604,0.140187428,0.388585571,0.274478099,0.196748902,0.208242493,0.380628508,0.411128999,3205958,September 16 2020
2020,16-Sep,VA,0.42548296,0.084599961,0.33915467,0.316730085,0.259515284,0.11246513,0.292430889,0.595103981,8535519,September 16 2020
2020,16-Sep,VT,0.390961234,0.082714228,0.288426981,0.278680434,0.350178356,0.112814984,0.397594637,0.489590379,623989,September 16 2020
